function	occ	token	site	via	code	disposition	reason
separate_audio_video_batch	14	check_number_whole	ffmpeg.R:5641	separate_audio_video_batch	rlang::check_number_whole(audio_stream, min = 0, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
separate_audio_video_batch	15	check_batch_inputs	ffmpeg.R:5646	separate_audio_video_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
separate_audio_video_batch	16	check_batch_cell	ffmpeg.R:5718	separate_audio_video_batch	check_batch_cell(if ("video_codec" %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
separate_audio_video_batch	17	check_hardware_needs_encode	ffmpeg.R:5719	separate_audio_video_batch	check_hardware_needs_encode(vcodec_rows[[i]], hardware))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
separate_audio_video_batch	18	check_nvenc_available	ffmpeg.R:5728	separate_audio_video_batch	check_nvenc_available(batch_video_codecs(jobs, video_codec), hardware,	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
standardize_video_batch	1	arg_match	ffmpeg.R:3823	standardize_video_batch	hardware <- rlang::arg_match(hardware)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
standardize_video_batch	2	check_token	ffmpeg.R:3825	standardize_video_batch	check_token(audio_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
standardize_video_batch	3	cli_abort	ffmpeg.R:3828	standardize_video_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per input.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
standardize_video_batch	4	cli_abort	ffmpeg.R:3831	standardize_video_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
standardize_video_batch	5	cli_abort	ffmpeg.R:3834	standardize_video_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
standardize_video_batch	6	cli_abort	ffmpeg.R:3853	standardize_video_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must be numeric or char	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
standardize_video_batch	7	cli_abort	ffmpeg.R:3856	standardize_video_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
standardize_video_batch	8	cli_abort	ffmpeg.R:3862	standardize_video_batch	cli::cli_abort("The {.field {col}} column of {.arg jobs} must be character (no {	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
standardize_video_batch	9	check_batch_codec_col	ffmpeg.R:3877	standardize_video_batch	check_batch_codec_col(jobs, "video_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
standardize_video_batch	10	check_batch_codec_col	ffmpeg.R:3878	standardize_video_batch	check_batch_codec_col(jobs, "audio_codec")	swept-helper	swept via the shared helper's per-cell loop (locator added inside the helper)
standardize_video_batch	11	cli_abort	ffmpeg.R:3887	standardize_video_batch	cli::cli_abort(c(	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
standardize_video_batch	12	check_token	ffmpeg.R:3908	standardize_video_batch	check_token(video_codec, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
standardize_video_batch	13	check_batch_audio_col	ffmpeg.R:3914	standardize_video_batch	check_batch_audio_col(jobs, "audio_stream",	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
standardize_video_batch	14	check_number_whole	ffmpeg.R:3924	standardize_video_batch	rlang::check_number_whole(audio_stream, min = 0, allow_null = TRUE)	excluded-arg	argument-delivered: applies to every row; no locator (AC2 complement)
standardize_video_batch	15	check_batch_inputs	ffmpeg.R:3929	standardize_video_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
standardize_video_batch	16	check_batch_cell	ffmpeg.R:3948	standardize_video_batch	check_batch_cell(if (dim %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
standardize_video_batch	17	check_dim	ffmpeg.R:3949	standardize_video_batch	check_dim(rows[[i]], arg = dim))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
standardize_video_batch	18	check_batch_cell	ffmpeg.R:3955	standardize_video_batch	check_batch_cell(if ("pixel_format" %in% names(jobs)) i else NA_integer_,	swept	per-row sweep wrapper: the row-index pass is the mutable site (AC4)
standardize_video_batch	19	check_token	ffmpeg.R:3956	standardize_video_batch	check_token(pixfmt_rows[[i]], arg = "pixel_format"))	swept-inner	checker call inside a check_batch_cell() wrapper; the wrapper row is the mutable site
standardize_video_batch	20	check_nvenc_available	ffmpeg.R:3969	standardize_video_batch	check_nvenc_available(batch_video_codecs(jobs, video_codec), hardware,	excluded-probe	machine/dependency probe, not a jobs-cell refusal (D035/D036 family)
strip_metadata_batch	1	cli_abort	ffmpeg.R:4060	strip_metadata_batch	cli::cli_abort("{.arg jobs} must be a data frame with one row per input.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
strip_metadata_batch	2	cli_abort	ffmpeg.R:4063	strip_metadata_batch	cli::cli_abort("{.arg jobs} must have at least one row.")	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
strip_metadata_batch	3	cli_abort	ffmpeg.R:4066	strip_metadata_batch	cli::cli_abort(c(	excluded-shape	jobs-shape / missing-column / retired-argument guard: above the sweeps (M61 boundary)
strip_metadata_batch	4	cli_abort	ffmpeg.R:4076	strip_metadata_batch	cli::cli_abort("The {.field input} column of {.arg jobs} must not contain {.val 	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
strip_metadata_batch	5	cli_abort	ffmpeg.R:4087	strip_metadata_batch	cli::cli_abort("The {.field output} column of {.arg jobs} must not contain {.val	excluded-coltype	column type/NA guard names the column (type-vs-value boundary candidate row)
strip_metadata_batch	6	cli_abort	ffmpeg.R:4092	strip_metadata_batch	cli::cli_abort(c(	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
strip_metadata_batch	7	check_batch_inputs	ffmpeg.R:4102	strip_metadata_batch	check_batch_inputs(jobs)	excluded-path	input/output path guard: the path is its own locator (M62/M63 family)
